Size,Filters,Threads,Schedule,Chunk,Naive,OpenMP,Img2col_S,Img2col_OMP
128,64,8,dynamic,2,0.077892,0.027607,0.065698,0.022916222222222223
128,64,8,dynamic,4,0.079495,0.02308,0.063362,0.016252
128,64,8,dynamic,8,0.079492,0.020147,0.064372,0.014899
128,64,8,dynamic,16,0.08089066666666667,0.018861333333333334,0.06607466666666667,0.013673
128,64,8,dynamic,32,0.082811,0.018586,0.067119,0.014386000000000001
128,64,8,guided,1,0.0771455,0.017021,0.05973233333333333,0.013311499999999999
128,64,8,guided,2,0.075858,0.018254,0.061496,0.014342
128,64,8,guided,4,0.082912,0.025916,0.06717228571428571,0.015219
128,64,8,guided,8,0.0824685,0.020599,0.06639300000000001,0.015331999999999998
128,64,8,guided,16,0.07749166666666667,0.019361,0.059548333333333335,0.014127666666666665
128,64,8,guided,32,0.074249,0.025987,0.06762166666666666,0.014380333333333334
128,64,8,static,1,0.07758100000000001,0.025668499999999997,0.06489066666666667,0.015278666666666668
128,64,8,static,2,0.083037,0.020791,0.070304,0.016094
128,64,8,static,4,0.091667,0.0255,0.06628,0.015688333333333332
128,64,8,static,8,0.074643,0.020505,0.062447,0.016372
128,64,8,static,16,0.116605,0.022002,0.073876,0.016305666666666666
128,64,8,static,32,0.116403,0.021778333333333334,0.087104,0.022848
128,64,12,dynamic,1,0.077158,0.05224766666666667,0.06429733333333333,0.041038
128,64,12,dynamic,2,0.07675499999999999,0.035091500000000005,0.06386700000000001,0.025455499999999995
128,64,12,dynamic,4,0.07830016666666667,0.027309,0.066478,0.01714
128,64,12,dynamic,8,0.07726000000000001,0.027235166666666668,0.0658395,0.0180245
128,64,12,dynamic,16,0.079945,0.021719,0.079369,0.013951
128,64,12,dynamic,32,0.104866,0.027260666666666666,0.070499,0.014011999999999998
128,64,12,guided,1,0.08082666666666667,0.028520666666666666,0.061923000000000006,0.01632866666666667
128,64,12,guided,2,0.0903915,0.0256215,0.073514,0.016279000000000002
128,64,12,guided,4,0.089798,0.0262465,0.06460199999999999,0.015682500000000002
128,64,12,guided,8,0.077374,0.032044500000000004,0.063541,0.017770333333333332
128,64,12,guided,16,0.098453,0.029965,0.072894,0.01677466666666667
128,64,12,guided,32,0.10420566666666668,0.03333166666666667,0.08179833333333333,0.017227
128,64,12,static,1,0.08236166666666667,0.027641333333333334,0.06412666666666667,0.019404333333333332
128,64,12,static,2,0.084252,0.03149,0.066507,0.018798000000000002
